model	task	template	fewshot	seed	postproc	timestamp	filename	COMET
bloom	flores_101_mt	xglm-French-Brazilian Portuguese-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T00_25_02	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T00_25_02.newline-cut-custom-truncate.tsv	0.6282	
bloom	flores_101_mt	xglm-French-Brazilian Portuguese-source+target	1	1234	newline-cut	2023-01-08T00_25_02	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T00_25_02.newline-cut.tsv	0.6303	
bloom	flores_101_mt	xglm-French-Brazilian Portuguese-source+target	1	1234		2023-01-08T00_25_02	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T00_25_02.tsv	0.6282	
bloom	flores_101_mt	xglm-French-Catalan-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T15_59_33	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_33.newline-cut-custom-truncate.tsv	0.5866	
bloom	flores_101_mt	xglm-French-Catalan-source+target	1	1234	newline-cut	2023-01-07T15_59_33	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_33.newline-cut.tsv	0.5888	
bloom	flores_101_mt	xglm-French-Catalan-source+target	1	1234		2023-01-07T15_59_33	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_33.tsv	0.5853	
bloom	flores_101_mt	xglm-French-English-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T01_45_47	examples.model=bloom.task=flores_101_mt.templates=xglm-French-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_45_47.newline-cut-custom-truncate.tsv	0.6901	
bloom	flores_101_mt	xglm-French-English-source+target	1	1234	newline-cut	2023-01-06T01_45_47	examples.model=bloom.task=flores_101_mt.templates=xglm-French-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_45_47.newline-cut.tsv	0.6890	
bloom	flores_101_mt	xglm-French-English-source+target	1	1234		2023-01-06T01_45_47	examples.model=bloom.task=flores_101_mt.templates=xglm-French-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_45_47.tsv	0.6873	
bloom	flores_101_mt	xglm-French-Galician-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut-custom-truncate.tsv	0.4055	
bloom	flores_101_mt	xglm-French-Galician-source+target	1	1234	newline-cut	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut.tsv	0.4084	
bloom	flores_101_mt	xglm-French-Galician-source+target	1	1234		2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.tsv	0.4055	
bloom	flores_101_mt	xglm-French-Hindi-source+target	1	1234	newline-cut-custom-truncate	2023-01-09T15_44_05	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_44_05.newline-cut-custom-truncate.tsv	0.3277	
bloom	flores_101_mt	xglm-French-Hindi-source+target	1	1234	newline-cut	2023-01-09T15_44_05	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_44_05.newline-cut.tsv	0.3261	
bloom	flores_101_mt	xglm-French-Hindi-source+target	1	1234		2023-01-09T15_44_05	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_44_05.tsv	0.3151	
bloom	flores_101_mt	xglm-French-Indonesian-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T14_45_11	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Indonesian-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_45_11.newline-cut-custom-truncate.tsv	0.5631	
bloom	flores_101_mt	xglm-French-Indonesian-source+target	1	1234	newline-cut	2023-01-06T14_45_11	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Indonesian-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_45_11.newline-cut.tsv	0.5647	
bloom	flores_101_mt	xglm-French-Indonesian-source+target	1	1234		2023-01-06T14_45_11	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Indonesian-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_45_11.tsv	0.5587	
bloom	flores_101_mt	xglm-French-Italian-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T03_22_40	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_22_40.newline-cut-custom-truncate.tsv	0.3503	
bloom	flores_101_mt	xglm-French-Italian-source+target	1	1234	newline-cut	2023-01-08T03_22_40	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_22_40.newline-cut.tsv	0.3524	
bloom	flores_101_mt	xglm-French-Italian-source+target	1	1234		2023-01-08T03_22_40	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_22_40.tsv	0.3487	
bloom	flores_101_mt	xglm-French-Latin American Spanish-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T16_01_07	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_07.newline-cut-custom-truncate.tsv	0.4720	
bloom	flores_101_mt	xglm-French-Latin American Spanish-source+target	1	1234	newline-cut	2023-01-07T16_01_07	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_07.newline-cut.tsv	0.4741	
bloom	flores_101_mt	xglm-French-Latin American Spanish-source+target	1	1234		2023-01-07T16_01_07	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_07.tsv	0.4741	
bloom	flores_101_mt	xglm-French-simplified Chinese-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T01_55_16	examples.model=bloom.task=flores_101_mt.templates=xglm-French-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T01_55_16.newline-cut-custom-truncate.tsv	0.4063	
bloom	flores_101_mt	xglm-French-simplified Chinese-source+target	1	1234	newline-cut	2023-01-07T01_55_16	examples.model=bloom.task=flores_101_mt.templates=xglm-French-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T01_55_16.newline-cut.tsv	0.4063	
bloom	flores_101_mt	xglm-French-simplified Chinese-source+target	1	1234		2023-01-07T01_55_16	examples.model=bloom.task=flores_101_mt.templates=xglm-French-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T01_55_16.tsv	0.4050	
bloom	flores_101_mt	xglm-French-Vietnamese-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T14_38_40	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Vietnamese-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_40.newline-cut-custom-truncate.tsv	0.4754	
bloom	flores_101_mt	xglm-French-Vietnamese-source+target	1	1234	newline-cut	2023-01-06T14_38_40	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Vietnamese-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_40.newline-cut.tsv	0.4797	
bloom	flores_101_mt	xglm-French-Vietnamese-source+target	1	1234		2023-01-06T14_38_40	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Vietnamese-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_40.tsv	0.4773	
bloom	flores_101_mt	xglm-Galician-Brazilian Portuguese-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut-custom-truncate.tsv	0.4964	
bloom	flores_101_mt	xglm-Galician-Brazilian Portuguese-source+target	1	1234	newline-cut	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut.tsv	0.4992	
bloom	flores_101_mt	xglm-Galician-Brazilian Portuguese-source+target	1	1234		2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.tsv	0.4924	
bloom	flores_101_mt	xglm-Galician-Catalan-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T01_38_35	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_38_35.newline-cut-custom-truncate.tsv	0.6064	
bloom	flores_101_mt	xglm-Galician-Catalan-source+target	1	1234	newline-cut	2023-01-08T01_38_35	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_38_35.newline-cut.tsv	0.6112	
bloom	flores_101_mt	xglm-Galician-Catalan-source+target	1	1234		2023-01-08T01_38_35	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_38_35.tsv	0.6112	
bloom	flores_101_mt	xglm-Galician-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut-custom-truncate.tsv	0.4399	
bloom	flores_101_mt	xglm-Galician-French-source+target	1	1234	newline-cut	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut.tsv	0.4409	
bloom	flores_101_mt	xglm-Galician-French-source+target	1	1234		2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.tsv	0.4320	
bloom	flores_101_mt	xglm-Galician-Italian-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T03_13_24	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_13_24.newline-cut-custom-truncate.tsv	0.2617	
bloom	flores_101_mt	xglm-Galician-Italian-source+target	1	1234	newline-cut	2023-01-08T03_13_24	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_13_24.newline-cut.tsv	0.2573	
bloom	flores_101_mt	xglm-Galician-Italian-source+target	1	1234		2023-01-08T03_13_24	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_13_24.tsv	0.2308	
bloom	flores_101_mt	xglm-Galician-Latin American Spanish-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T02_07_29	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T02_07_29.newline-cut-custom-truncate.tsv	0.4634	
bloom	flores_101_mt	xglm-Galician-Latin American Spanish-source+target	1	1234	newline-cut	2023-01-08T02_07_29	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T02_07_29.newline-cut.tsv	0.4691	
bloom	flores_101_mt	xglm-Galician-Latin American Spanish-source+target	1	1234		2023-01-08T02_07_29	examples.model=bloom.task=flores_101_mt.templates=xglm-Galician-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T02_07_29.tsv	0.4691	
bloom	flores_101_mt	xglm-Hindi-Bengali-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T11_20_44	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-Bengali-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T11_20_44.newline-cut-custom-truncate.tsv	0.3008	
bloom	flores_101_mt	xglm-Hindi-Bengali-source+target	1	1234	newline-cut	2023-01-07T11_20_44	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-Bengali-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T11_20_44.newline-cut.tsv	0.3001	
bloom	flores_101_mt	xglm-Hindi-Bengali-source+target	1	1234		2023-01-07T11_20_44	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-Bengali-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T11_20_44.tsv	0.2995	
bloom	flores_101_mt	xglm-Hindi-English-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T01_37_19	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_37_19.newline-cut-custom-truncate.tsv	0.5380	
bloom	flores_101_mt	xglm-Hindi-English-source+target	1	1234	newline-cut	2023-01-06T01_37_19	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_37_19.newline-cut.tsv	0.5380	
bloom	flores_101_mt	xglm-Hindi-English-source+target	1	1234		2023-01-06T01_37_19	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_37_19.tsv	0.5380	
bloom	flores_101_mt	xglm-Hindi-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-09T15_44_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_44_38.newline-cut-custom-truncate.tsv	0.2477	
bloom	flores_101_mt	xglm-Hindi-French-source+target	1	1234	newline-cut	2023-01-09T15_44_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_44_38.newline-cut.tsv	0.2503	
bloom	flores_101_mt	xglm-Hindi-French-source+target	1	1234		2023-01-09T15_44_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Hindi-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_44_38.tsv	0.2465	
bloom	flores_101_mt	xglm-Indonesian-English-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T14_38_19	examples.model=bloom.task=flores_101_mt.templates=xglm-Indonesian-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_19.newline-cut-custom-truncate.tsv	0.6527	
bloom	flores_101_mt	xglm-Indonesian-English-source+target	1	1234	newline-cut	2023-01-06T14_38_19	examples.model=bloom.task=flores_101_mt.templates=xglm-Indonesian-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_19.newline-cut.tsv	0.6527	
bloom	flores_101_mt	xglm-Indonesian-English-source+target	1	1234		2023-01-06T14_38_19	examples.model=bloom.task=flores_101_mt.templates=xglm-Indonesian-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_19.tsv	0.6471	
bloom	flores_101_mt	xglm-Indonesian-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T14_39_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Indonesian-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_39_40.newline-cut-custom-truncate.tsv	0.3999	
bloom	flores_101_mt	xglm-Indonesian-French-source+target	1	1234	newline-cut	2023-01-06T14_39_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Indonesian-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_39_40.newline-cut.tsv	0.3956	
bloom	flores_101_mt	xglm-Indonesian-French-source+target	1	1234		2023-01-06T14_39_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Indonesian-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_39_40.tsv	0.3714	
bloom	flores_101_mt	xglm-Italian-Brazilian Portuguese-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T03_36_17	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_36_17.newline-cut-custom-truncate.tsv	0.4896	
bloom	flores_101_mt	xglm-Italian-Brazilian Portuguese-source+target	1	1234	newline-cut	2023-01-08T03_36_17	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_36_17.newline-cut.tsv	0.4915	
bloom	flores_101_mt	xglm-Italian-Brazilian Portuguese-source+target	1	1234		2023-01-08T03_36_17	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_36_17.tsv	0.4912	
bloom	flores_101_mt	xglm-Italian-Catalan-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T04_49_50	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T04_49_50.newline-cut-custom-truncate.tsv	0.4950	
bloom	flores_101_mt	xglm-Italian-Catalan-source+target	1	1234	newline-cut	2023-01-08T04_49_50	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T04_49_50.newline-cut.tsv	0.4969	
bloom	flores_101_mt	xglm-Italian-Catalan-source+target	1	1234		2023-01-08T04_49_50	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T04_49_50.tsv	0.4969	
bloom	flores_101_mt	xglm-Italian-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T03_21_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_21_40.newline-cut-custom-truncate.tsv	0.4104	
bloom	flores_101_mt	xglm-Italian-French-source+target	1	1234	newline-cut	2023-01-08T03_21_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_21_40.newline-cut.tsv	0.4143	
bloom	flores_101_mt	xglm-Italian-French-source+target	1	1234		2023-01-08T03_21_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_21_40.tsv	0.4092	
bloom	flores_101_mt	xglm-Italian-Galician-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T03_14_08	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_14_08.newline-cut-custom-truncate.tsv	0.3128	
bloom	flores_101_mt	xglm-Italian-Galician-source+target	1	1234	newline-cut	2023-01-08T03_14_08	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_14_08.newline-cut.tsv	0.3114	
bloom	flores_101_mt	xglm-Italian-Galician-source+target	1	1234		2023-01-08T03_14_08	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_14_08.tsv	0.3081	
bloom	flores_101_mt	xglm-Italian-Latin American Spanish-source+target	1	1234	newline-cut-custom-truncate	2023-01-09T15_43_18	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_43_18.newline-cut-custom-truncate.tsv	0.4405	
bloom	flores_101_mt	xglm-Italian-Latin American Spanish-source+target	1	1234	newline-cut	2023-01-09T15_43_18	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_43_18.newline-cut.tsv	0.4421	
bloom	flores_101_mt	xglm-Italian-Latin American Spanish-source+target	1	1234		2023-01-09T15_43_18	examples.model=bloom.task=flores_101_mt.templates=xglm-Italian-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_43_18.tsv	0.4421	
bloom	flores_101_mt	xglm-Latin American Spanish-Arabic-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T01_52_20	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T01_52_20.newline-cut-custom-truncate.tsv	0.3236	
bloom	flores_101_mt	xglm-Latin American Spanish-Arabic-source+target	1	1234	newline-cut	2023-01-07T01_52_20	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T01_52_20.newline-cut.tsv	0.3226	
bloom	flores_101_mt	xglm-Latin American Spanish-Arabic-source+target	1	1234		2023-01-07T01_52_20	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T01_52_20.tsv	0.3168	
bloom	flores_101_mt	xglm-Latin American Spanish-Brazilian Portuguese-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T16_01_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_38.newline-cut-custom-truncate.tsv	0.5555	
bloom	flores_101_mt	xglm-Latin American Spanish-Brazilian Portuguese-source+target	1	1234	newline-cut	2023-01-07T16_01_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_38.newline-cut.tsv	0.5597	
bloom	flores_101_mt	xglm-Latin American Spanish-Brazilian Portuguese-source+target	1	1234		2023-01-07T16_01_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_38.tsv	0.5540	
bloom	flores_101_mt	xglm-Latin American Spanish-Catalan-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T15_59_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_57.newline-cut-custom-truncate.tsv	0.5438	
bloom	flores_101_mt	xglm-Latin American Spanish-Catalan-source+target	1	1234	newline-cut	2023-01-07T15_59_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_57.newline-cut.tsv	0.5462	
bloom	flores_101_mt	xglm-Latin American Spanish-Catalan-source+target	1	1234		2023-01-07T15_59_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_57.tsv	0.5440	
bloom	flores_101_mt	xglm-Latin American Spanish-English-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T03_22_09	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_22_09.newline-cut-custom-truncate.tsv	0.5768	
bloom	flores_101_mt	xglm-Latin American Spanish-English-source+target	1	1234	newline-cut	2023-01-07T03_22_09	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_22_09.newline-cut.tsv	0.5791	
bloom	flores_101_mt	xglm-Latin American Spanish-English-source+target	1	1234		2023-01-07T03_22_09	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_22_09.tsv	0.5766	
bloom	flores_101_mt	xglm-Latin American Spanish-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T16_01_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_38.newline-cut-custom-truncate.tsv	0.4003	
bloom	flores_101_mt	xglm-Latin American Spanish-French-source+target	1	1234	newline-cut	2023-01-07T16_01_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_38.newline-cut.tsv	0.3794	
bloom	flores_101_mt	xglm-Latin American Spanish-French-source+target	1	1234		2023-01-07T16_01_38	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_38.tsv	0.3556	
bloom	flores_101_mt	xglm-Latin American Spanish-Galician-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T01_47_35	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_47_35.newline-cut-custom-truncate.tsv	0.4473	
bloom	flores_101_mt	xglm-Latin American Spanish-Galician-source+target	1	1234	newline-cut	2023-01-08T01_47_35	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_47_35.newline-cut.tsv	0.4517	
bloom	flores_101_mt	xglm-Latin American Spanish-Galician-source+target	1	1234		2023-01-08T01_47_35	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_47_35.tsv	0.4491	
bloom	flores_101_mt	xglm-Latin American Spanish-Italian-source+target	1	1234	newline-cut-custom-truncate	2023-01-09T15_42_39	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_42_39.newline-cut-custom-truncate.tsv	0.2613	
bloom	flores_101_mt	xglm-Latin American Spanish-Italian-source+target	1	1234	newline-cut	2023-01-09T15_42_39	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_42_39.newline-cut.tsv	0.2652	
bloom	flores_101_mt	xglm-Latin American Spanish-Italian-source+target	1	1234		2023-01-09T15_42_39	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_42_39.tsv	0.2396	
bloom	flores_101_mt	xglm-Latin American Spanish-simplified Chinese-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T03_35_39	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_35_39.newline-cut-custom-truncate.tsv	0.3708	
bloom	flores_101_mt	xglm-Latin American Spanish-simplified Chinese-source+target	1	1234	newline-cut	2023-01-07T03_35_39	examples.model=bloom.task=flores_101_mt.templates=xglm-Latin American Spanish-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_35_39.newline-cut.tsv	0.3701	
